Unnamed: 0,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
11581,ENSG00000265763,47365496,47384293,10,protein_coding,ZNF488,ENSMUSG00000044519,33689027,33700721,14,protein_coding,Zfp488
12015,ENSG00000164185,122129546,122153569,5,protein_coding,ZNF474,ENSMUSG00000046886,52748987,52772902,18,protein_coding,Zfp474
12234,ENSG00000142528,50025714,50053414,19,protein_coding,ZNF473,ENSMUSG00000048012,44380904,44400474,7,protein_coding,Zfp473
11453,ENSG00000225614,88382959,88440757,16,protein_coding,ZNF469,ENSMUSG00000043903,122985359,122999389,8,protein_coding,Zfp469
14527,ENSG00000181444,149764182,149773588,7,protein_coding,ZNF467,ENSMUSG00000068551,48404631,48422759,6,protein_coding,Zfp467
13908,ENSG00000148143,106863166,107013634,9,protein_coding,ZNF462,ENSMUSG00000060206,54945048,55083563,4,protein_coding,Zfp462
12836,ENSG00000125945,23359448,23369836,1,protein_coding,ZNF436,ENSMUSG00000051351,136011994,136021253,4,protein_coding,Zfp46
12355,ENSG00000178187,178941191,178966433,5,protein_coding,ZNF454,ENSMUSG00000048728,50763547,50778478,11,protein_coding,Zfp454
11070,ENSG00000112200,57086844,57170305,6,protein_coding,ZNF451,ENSMUSG00000042197,33800626,33853676,1,protein_coding,Zfp451
14866,ENSG00000173275,135344796,135363413,X,protein_coding,ZNF449,ENSMUSG00000073176,55391760,55411034,X,protein_coding,Zfp449
8452,ENSG00000083838,58474017,58481230,19,protein_coding,ZNF446,ENSMUSG00000033961,12711775,12719641,7,protein_coding,Zfp446
12046,ENSG00000185219,44431705,44477670,3,protein_coding,ZNF445,ENSMUSG00000047036,122673594,122695071,9,protein_coding,Zfp445
11643,ENSG00000167685,56132599,56160893,19,protein_coding,ZNF444,ENSMUSG00000044876,6175225,6196810,7,protein_coding,Zfp444
12762,ENSG00000183621,30820207,31031937,10,protein_coding,ZNF438,ENSMUSG00000050945,5210029,5334807,18,protein_coding,Zfp438
14320,ENSG00000131116,43607224,43619629,19,protein_coding,ZNF428,ENSMUSG00000064264,24206431,24215107,7,protein_coding,Zfp428
13821,ENSG00000130818,9523223,9538645,19,protein_coding,ZNF426,ENSMUSG00000059475,20379845,20404042,9,protein_coding,Zfp426
11735,ENSG00000102935,49487524,49857919,16,protein_coding,ZNF423,ENSMUSG00000045333,88388438,88686223,8,protein_coding,Zfp423
13867,ENSG00000165512,45000923,45005326,10,protein_coding,ZNF22,ENSMUSG00000059878,116600977,116605960,6,protein_coding,Zfp422
12801,ENSG00000179059,187995771,188005046,4,protein_coding,ZFP42,ENSMUSG00000051176,43748100,43760017,8,protein_coding,Zfp42
14880,ENSG00000133250,8509678,8514167,19,protein_coding,ZNF414,ENSMUSG00000073423,33848064,33850753,17,protein_coding,Zfp414
11166,ENSG00000119725,73886617,73932521,14,protein_coding,ZNF410,ENSMUSG00000042472,84363626,84390497,12,protein_coding,Zfp410
12037,ENSG00000181638,143246821,143262705,8,protein_coding,ZFP41,ENSMUSG00000047003,75488528,75501676,15,protein_coding,Zfp41
15089,ENSG00000175213,46701030,46705912,11,protein_coding,ZNF408,ENSMUSG00000075040,91474014,91480136,2,protein_coding,Zfp408
12305,ENSG00000215421,74597870,75065671,18,protein_coding,ZNF407,ENSMUSG00000048410,84146152,84607850,18,protein_coding,Zfp407
14135,ENSG00000197024,149126416,149183042,7,protein_coding,ZNF398,ENSMUSG00000062519,47812595,47850471,6,protein_coding,Zfp398
3922,ENSG00000186812,35241030,35267133,18,protein_coding,ZNF397,ENSMUSG00000024276,24087749,24097730,18,protein_coding,Zfp397
8636,ENSG00000186918,28345590,28402701,8,protein_coding,ZNF395,ENSMUSG00000034522,65595838,65636379,14,protein_coding,Zfp395
9386,ENSG00000171827,37467585,37488652,19,protein_coding,ZNF570,ENSMUSG00000037001,58778979,58795051,11,protein_coding,Zfp39
1312,ENSG00000187595,42025576,42098479,17,protein_coding,ZNF385C,ENSMUSG00000014198,100518369,100583281,11,protein_coding,Zfp385c
5252,ENSG00000144331,179441982,179861612,2,protein_coding,ZNF385B,ENSMUSG00000027016,77240978,77649983,2,protein_coding,Zfp385b
76,ENSG00000161642,54369133,54391298,12,protein_coding,ZNF385A,ENSMUSG00000000552,103222322,103248520,15,protein_coding,Zfp385a
9855,ENSG00000126746,6666477,6689572,12,protein_coding,ZNF384,ENSMUSG00000038346,124986108,125014833,6,protein_coding,Zfp384
15609,ENSG00000188283,37217926,37248740,19,protein_coding,ZNF383,ENSMUSG00000099689,29607648,29616238,7,protein_coding,Zfp383
14973,ENSG00000161298,36604817,36634114,19,protein_coding,ZNF382,ENSMUSG00000074220,29821367,29834375,7,protein_coding,Zfp382
5932,ENSG00000136866,113038377,113056759,9,protein_coding,ZFP37,ENSMUSG00000028389,62107777,62149284,4,protein_coding,Zfp37
11818,ENSG00000152518,43222402,43226606,2,protein_coding,ZFP36L2,ENSMUSG00000045817,84491359,84495375,17,protein_coding,Zfp36l2
2637,ENSG00000185650,68787660,68796253,14,protein_coding,ZFP36L1,ENSMUSG00000021127,80154528,80159787,12,protein_coding,Zfp36l1
11653,ENSG00000165244,96385941,96418370,9,protein_coding,ZNF367,ENSMUSG00000044934,64280832,64301016,13,protein_coding,Zfp367
12758,ENSG00000178175,72439903,72507410,5,protein_coding,ZNF366,ENSMUSG00000050919,99321331,99387164,13,protein_coding,Zfp366
9659,ENSG00000138311,62374192,62480288,10,protein_coding,ZNF365,ENSMUSG00000037855,67721933,67748492,10,protein_coding,Zfp365
6171,ENSG00000160094,33256492,33300719,1,protein_coding,ZNF362,ENSMUSG00000028799,128666881,128699838,4,protein_coding,Zfp362
11630,ENSG00000128016,39406847,39409412,19,protein_coding,ZFP36,ENSMUSG00000044786,28076209,28079678,7,protein_coding,Zfp36
12092,ENSG00000198816,7515292,7521025,19,protein_coding,ZNF358,ENSMUSG00000047264,3543138,3547208,8,protein_coding,Zfp358
11634,ENSG00000177932,179060373,179083977,5,protein_coding,ZNF354C,ENSMUSG00000044807,50701913,50718551,11,protein_coding,Zfp354c
2211,ENSG00000178338,178859953,178888122,5,protein_coding,ZNF354B,ENSMUSG00000020335,50812650,50822460,11,protein_coding,Zfp354b
2222,ENSG00000169131,178711512,178730659,5,protein_coding,ZNF354A,ENSMUSG00000020364,50950084,50963626,11,protein_coding,Zfp354a
14703,ENSG00000283039,44137821,44141631,1,protein_coding,KLF18,ENSMUSG00000070902,90107057,90113939,4,protein_coding,Zfp352
2788,ENSG00000113761,177022696,177081189,5,protein_coding,ZNF346,ENSMUSG00000021481,55253124,55282638,13,protein_coding,Zfp346
13861,ENSG00000131061,33731657,33792269,20,protein_coding,ZNF341,ENSMUSG00000059842,154455217,154488741,2,protein_coding,Zfp341
10378,ENSG00000198026,45948660,45972203,20,protein_coding,ZNF335,ENSMUSG00000039834,164733802,164753677,2,protein_coding,Zfp335
1627,ENSG00000198185,46499630,46513559,20,protein_coding,ZNF334,ENSMUSG00000017667,165216184,165230179,2,protein_coding,Zfp334
7576,ENSG00000109445,141220887,141234697,4,protein_coding,ZNF330,ENSMUSG00000031711,83490236,83500789,8,protein_coding,Zfp330
13667,ENSG00000181894,58126248,58155110,19,protein_coding,ZNF329,ENSMUSG00000057894,12538904,12552785,7,protein_coding,Zfp329
6459,ENSG00000162664,89995110,90035533,1,protein_coding,ZNF326,ENSMUSG00000029290,106024431,106063684,5,protein_coding,Zfp326
11913,ENSG00000181315,26634383,26659752,6,protein_coding,ZNF322,ENSMUSG00000046351,23537273,23553378,13,protein_coding,Zfp322a
11942,ENSG00000166188,57994676,58000672,16,protein_coding,ZNF319,ENSMUSG00000046556,96049639,96058578,8,protein_coding,Zfp319
1445,ENSG00000171467,43307134,43369647,6,protein_coding,ZNF318,ENSMUSG00000015597,46694657,46731846,17,protein_coding,Zfp318
13637,ENSG00000130803,9140397,9163424,19,protein_coding,ZNF317,ENSMUSG00000057551,19533398,19561027,9,protein_coding,Zfp317
11962,ENSG00000205903,6637318,6658279,7,protein_coding,ZNF316,ENSMUSG00000046658,143235452,143255777,5,protein_coding,Zfp316
12127,ENSG00000120784,37613749,37692337,19,protein_coding,ZFP30,ENSMUSG00000047473,29483423,29494127,7,protein_coding,Zfp30
11412,ENSG00000180787,5078467,5096374,17,protein_coding,ZFP3,ENSMUSG00000043602,70655035,70663754,11,protein_coding,Zfp3
1220,ENSG00000170684,45071500,45076478,19,protein_coding,ZNF296,ENSMUSG00000011267,19311212,19314581,7,protein_coding,Zfp296
10420,ENSG00000188994,87152833,87265943,6,protein_coding,ZNF292,ENSMUSG00000039967,34803113,34882960,4,protein_coding,Zfp292
741,ENSG00000141040,16546954,16569204,17,protein_coding,ZNF287,ENSMUSG00000005267,62591182,62622731,11,protein_coding,Zfp287
12100,ENSG00000187607,15699577,15720787,17,protein_coding,ZNF286A,ENSMUSG00000047342,62643403,62680288,11,protein_coding,Zfp286
4625,ENSG00000170265,149195546,149226238,7,protein_coding,ZNF282,ENSMUSG00000025821,47854138,47885419,6,protein_coding,Zfp282
10881,ENSG00000162702,200404940,200410056,1,protein_coding,ZNF281,ENSMUSG00000041483,136552639,136557791,1,protein_coding,Zfp281
9928,ENSG00000137871,56630176,56734086,15,protein_coding,ZNF280D,ENSMUSG00000038535,72182142,72271059,9,protein_coding,Zfp280d
9352,ENSG00000056277,130202707,130268899,X,protein_coding,ZNF280C,ENSMUSG00000036916,47630502,47683381,X,protein_coding,Zfp280c
12549,ENSG00000275004,22484421,22508742,22,protein_coding,ZNF280B,ENSMUSG00000049764,75868484,75879068,10,protein_coding,Zfp280b
14165,ENSG00000196867,56538948,56556808,19,protein_coding,ZFP28,ENSMUSG00000062861,6386294,6399914,7,protein_coding,Zfp28
13446,ENSG00000198839,112206695,112343934,7,protein_coding,ZNF277,ENSMUSG00000055917,40365045,40495901,12,protein_coding,Zfp277
158,ENSG00000158805,89720400,89740925,16,protein_coding,ZNF276,ENSMUSG00000001065,123980934,123996484,8,protein_coding,Zfp276
13936,ENSG00000174652,9412429,9435573,19,protein_coding,ZNF266,ENSMUSG00000060510,20406364,20432713,9,protein_coding,Zfp266
3345,ENSG00000006194,3263800,3301401,16,protein_coding,ZNF263,ENSMUSG00000022529,3561957,3568654,16,protein_coding,Zfp263
12474,ENSG00000254004,36510687,36528271,19,protein_coding,ZNF260,ENSMUSG00000049421,29794202,29807047,7,protein_coding,Zfp260
3343,ENSG00000198169,144720907,144756417,8,protein_coding,ZNF251,ENSMUSG00000022526,76735809,76755635,15,protein_coding,Zfp251
6846,ENSG00000198105,37776526,37858106,10,protein_coding,ZNF248,ENSMUSG00000030145,118404280,118432489,6,protein_coding,Zfp248
12862,ENSG00000172466,35332227,35345482,18,protein_coding,ZNF24,ENSMUSG00000051469,24142759,24153867,18,protein_coding,Zfp24
11044,ENSG00000196793,43556344,43574618,10,protein_coding,ZNF239,ENSMUSG00000042097,117839061,117850252,6,protein_coding,Zfp239
10822,ENSG00000130856,76822557,76972901,18,protein_coding,ZNF236,ENSMUSG00000041258,82611718,82711008,18,protein_coding,Zfp236
12452,ENSG00000165804,21090077,21104722,14,protein_coding,ZNF219,ENSMUSG00000049295,52243534,52258190,14,protein_coding,Zfp219
12942,ENSG00000171940,53567071,53609907,20,protein_coding,ZNF217,ENSMUSG00000052056,169950563,169990023,2,protein_coding,Zfp217
14743,ENSG00000085644,3129777,3142804,16,protein_coding,ZNF213,ENSMUSG00000071256,23775741,23783212,17,protein_coding,Zfp213
13046,ENSG00000170260,149239651,149255606,7,protein_coding,ZNF212,ENSMUSG00000052763,47897410,47909573,6,protein_coding,Zfp212
1607,ENSG00000010244,32350132,32381885,17,protein_coding,ZNF207,ENSMUSG00000017421,80274105,80296559,11,protein_coding,Zfp207
4554,ENSG00000166261,123723914,123741675,11,protein_coding,ZNF202,ENSMUSG00000025602,40103612,40124900,9,protein_coding,Zfp202
12459,ENSG00000198939,178895898,178933212,5,protein_coding,ZFP2,ENSMUSG00000049321,50789539,50806992,11,protein_coding,Zfp2
10308,ENSG00000136870,101398851,101410660,9,protein_coding,ZNF189,ENSMUSG00000039634,49521176,49531517,4,protein_coding,Zfp189
7380,ENSG00000147394,152914442,152973481,X,protein_coding,ZNF185,ENSMUSG00000031351,72030945,72075149,X,protein_coding,Zfp185
13303,ENSG00000147118,47974851,48003989,X,protein_coding,ZNF182,ENSMUSG00000054737,20895178,20928555,X,protein_coding,Zfp182
13586,ENSG00000167384,44474428,44500524,19,protein_coding,ZNF180,ENSMUSG00000057101,23781349,23807138,7,protein_coding,Zfp180
13328,ENSG00000103343,3401215,3409364,16,protein_coding,ZNF174,ENSMUSG00000054939,3665132,3676744,16,protein_coding,Zfp174
12765,ENSG00000175787,94259298,94301829,9,protein_coding,ZNF169,ENSMUSG00000050954,48641123,48666927,13,protein_coding,Zfp169
3487,ENSG00000163848,125225669,125375325,3,protein_coding,ZNF148,ENSMUSG00000022811,33201206,33324733,16,protein_coding,Zfp148
9399,ENSG00000167635,36214602,36238771,19,protein_coding,ZNF146,ENSMUSG00000037029,29860694,29869175,7,protein_coding,Zfp146
13991,ENSG00000166478,9460319,9528524,11,protein_coding,ZNF143,ENSMUSG00000061079,109660424,109694601,7,protein_coding,Zfp143
4767,ENSG00000115568,218633329,218659655,2,protein_coding,ZNF142,ENSMUSG00000026135,74604286,74627405,1,protein_coding,Zfp142
13204,ENSG00000142065,36334453,36379201,19,protein_coding,ZFP14,ENSMUSG00000053985,29735784,29750805,7,protein_coding,Zfp14
15544,ENSG00000172262,43065176,43192021,5,protein_coding,ZNF131,ENSMUSG00000094870,120226723,120252425,13,protein_coding,Zfp131
14082,ENSG00000122386,3112560,3120517,16,protein_coding,ZNF205,ENSMUSG00000062012,23794818,23818461,17,protein_coding,Zfp13
13924,ENSG00000278129,58278955,58302791,19,protein_coding,ZNF8,ENSMUSG00000060397,12615104,12627349,7,protein_coding,Zfp128
6610,ENSG00000164631,6688433,6706947,7,protein_coding,ZNF12,ENSMUSG00000029587,143220918,143234589,5,protein_coding,Zfp12
9389,ENSG00000197714,57280051,57294069,19,protein_coding,ZNF460,ENSMUSG00000037007,138137964,138154006,5,protein_coding,Zfp113
13031,ENSG00000062370,44326555,44367217,19,protein_coding,ZNF112,ENSMUSG00000052675,23811739,23827377,7,protein_coding,Zfp112
12778,ENSG00000251247,36850361,36913029,19,protein_coding,ZNF345,ENSMUSG00000051034,129731657,129747163,5,protein_coding,Zfp11
5363,ENSG00000103994,42412823,42491141,15,protein_coding,ZNF106,ENSMUSG00000027288,120337301,120394324,2,protein_coding,Zfp106
13668,ENSG00000169981,44648732,44660791,3,protein_coding,ZNF35,ENSMUSG00000057895,122752137,122760093,9,protein_coding,Zfp105
13434,ENSG00000184517,75148494,75172236,16,protein_coding,ZFP1,ENSMUSG00000055835,112370033,112397643,8,protein_coding,Zfp1
4399,ENSG00000091656,76681239,76867281,8,protein_coding,ZFHX4,ENSMUSG00000025255,5283586,5480917,3,protein_coding,Zfhx4
10059,ENSG00000140836,72782885,73891871,16,protein_coding,ZFHX3,ENSMUSG00000038872,108669276,109688262,8,protein_coding,Zfhx3
10675,ENSG00000136367,23520857,23556192,14,protein_coding,ZFHX2,ENSMUSG00000040721,55297719,55329781,14,protein_coding,Zfhx2
8518,ENSG00000133858,71609599,71667725,12,protein_coding,ZFC3H1,ENSMUSG00000034163,115220864,115268677,10,protein_coding,Zfc3h1
3229,ENSG00000066827,134477788,134713049,8,protein_coding,ZFAT,ENSMUSG00000022335,67955613,68130705,15,protein_coding,Zfat
7062,ENSG00000086666,80059568,80138393,15,protein_coding,ZFAND6,ENSMUSG00000030629,84262974,84339167,7,protein_coding,Zfand6
4130,ENSG00000107372,72351413,72365235,9,protein_coding,ZFAND5,ENSMUSG00000024750,21249642,21264204,19,protein_coding,Zfand5
11080,ENSG00000172671,45615500,45672780,10,protein_coding,ZFAND4,ENSMUSG00000042213,116241183,116307263,6,protein_coding,Zfand4
11576,ENSG00000156639,37819727,38154624,6,protein_coding,ZFAND3,ENSMUSG00000044477,30223707,30429802,17,protein_coding,Zfand3
4801,ENSG00000158552,219195237,219209651,2,protein_coding,ZFAND2B,ENSMUSG00000026197,75145290,75148273,1,protein_coding,Zfand2b
13154,ENSG00000178381,1152071,1160759,7,protein_coding,ZFAND2A,ENSMUSG00000053581,139456966,139470304,5,protein_coding,Zfand2a
10366,ENSG00000104231,81701334,81732903,8,protein_coding,ZFAND1,ENSMUSG00000039795,10405013,10416377,3,protein_coding,Zfand1
10326,ENSG00000160445,128729786,128772414,9,protein_coding,ZER1,ENSMUSG00000039686,29987295,30014597,2,protein_coding,Zer1
5172,ENSG00000169554,144364364,144521057,2,protein_coding,ZEB2,ENSMUSG00000026872,44873644,45007407,2,protein_coding,Zeb2
3900,ENSG00000148516,31318495,31529814,10,protein_coding,ZEB1,ENSMUSG00000024238,5591860,5775467,18,protein_coding,Zeb1
9380,ENSG00000188706,129803288,129843909,X,protein_coding,ZDHHC9,ENSMUSG00000036985,47260846,47297755,X,protein_coding,Zdhhc9
13900,ENSG00000099904,20129456,20148007,22,protein_coding,ZDHHC8,ENSMUSG00000060166,18038617,18053000,16,protein_coding,Zdhhc8
7635,ENSG00000153786,84974175,85011535,16,protein_coding,ZDHHC7,ENSMUSG00000031823,120807629,120828221,8,protein_coding,Zdhhc7
4260,ENSG00000023041,112424428,112447572,10,protein_coding,ZDHHC6,ENSMUSG00000024982,55259723,55304464,19,protein_coding,Zdhhc6
8488,ENSG00000156599,57667747,57701182,11,protein_coding,ZDHHC5,ENSMUSG00000034075,84518314,84545524,2,protein_coding,Zdhhc5
288,ENSG00000136247,6577434,6589374,7,protein_coding,ZDHHC4,ENSMUSG00000001844,143302244,143315011,5,protein_coding,Zdhhc4
4610,ENSG00000163812,44915257,44976185,3,protein_coding,ZDHHC3,ENSMUSG00000025786,122895225,122942270,9,protein_coding,Zdhhc3
912,ENSG00000174165,66520637,66546235,11,protein_coding,ZDHHC24,ENSMUSG00000006463,4928696,4935425,19,protein_coding,Zdhhc24
9174,ENSG00000184307,113947901,113965401,3,protein_coding,ZDHHC23,ENSMUSG00000036304,43785396,43800154,16,protein_coding,Zdhhc23
12316,ENSG00000177108,77131270,77142734,14,protein_coding,ZDHHC22,ENSMUSG00000048483,87027537,87037204,12,protein_coding,Zdhhc22
5941,ENSG00000175893,14611071,14693432,9,protein_coding,ZDHHC21,ENSMUSG00000028403,82716975,82778195,4,protein_coding,Zdhhc21
3031,ENSG00000180776,21372571,21459370,13,protein_coding,ZDHHC20,ENSMUSG00000021969,58070160,58127733,14,protein_coding,Zdhhc20
10255,ENSG00000104219,17156482,17224799,8,protein_coding,ZDHHC2,ENSMUSG00000039470,40876856,40963309,8,protein_coding,Zdhhc2
12978,ENSG00000163958,196197452,196211437,3,protein_coding,ZDHHC19,ENSMUSG00000052363,32315083,32380784,16,protein_coding,Zdhhc19
9568,ENSG00000204160,26826688,26857604,1,protein_coding,ZDHHC18,ENSMUSG00000037553,133332610,133377465,4,protein_coding,Zdhhc18
9027,ENSG00000186908,76764103,76853696,12,protein_coding,ZDHHC17,ENSMUSG00000035798,110777641,110846001,10,protein_coding,Zdhhc17
4343,ENSG00000171307,97446170,97457370,10,protein_coding,ZDHHC16,ENSMUSG00000025157,41921919,41932543,19,protein_coding,Zdhhc16
8436,ENSG00000102383,75368427,75523502,X,protein_coding,ZDHHC15,ENSMUSG00000033906,103580575,103714670,X,protein_coding,Zdhhc15
8556,ENSG00000175048,157381133,157678157,6,protein_coding,ZDHHC14,ENSMUSG00000034265,5542832,5804086,17,protein_coding,Zdhhc14
6988,ENSG00000177054,19117099,19176422,11,protein_coding,ZDHHC13,ENSMUSG00000030471,48438751,48477188,7,protein_coding,Zdhhc13
1414,ENSG00000160446,128720870,128724127,9,protein_coding,ZDHHC12,ENSMUSG00000015335,29980956,29983660,2,protein_coding,Zdhhc12
10173,ENSG00000159714,67394152,67416833,16,protein_coding,ZDHHC1,ENSMUSG00000039199,106199055,106223534,8,protein_coding,Zdhhc1
5500,ENSG00000204186,206274663,206314427,2,protein_coding,ZDBF2,ENSMUSG00000027520,63312424,63353735,1,protein_coding,Zdbf2
7990,ENSG00000206559,28348721,28538122,3,protein_coding,ZCWPW2,ENSMUSG00000032443,117705068,117869327,9,protein_coding,Zcwpw2
9420,ENSG00000078487,100400826,100428992,7,protein_coding,ZCWPW1,ENSMUSG00000037108,137786060,137820883,5,protein_coding,Zcwpw1
3396,ENSG00000139168,42312086,42326257,12,protein_coding,ZCRB1,ENSMUSG00000022635,93283978,93296215,15,protein_coding,Zcrb1
2863,ENSG00000131732,81301587,81313297,5,protein_coding,ZCCHC9,ENSMUSG00000021621,91944652,91955824,13,protein_coding,Zcchc9
6527,ENSG00000033030,122471599,122501073,12,protein_coding,ZCCHC8,ENSMUSG00000029427,123836357,123859163,5,protein_coding,Zcchc8
8989,ENSG00000147905,37120574,37358149,9,protein_coding,ZCCHC7,ENSMUSG00000035649,44755877,44932215,4,protein_coding,Zcchc7
6397,ENSG00000168228,25312774,25370383,4,protein_coding,ZCCHC4,ENSMUSG00000029179,52932751,52982007,5,protein_coding,Zcchc4
15038,ENSG00000247315,297570,300321,20,protein_coding,ZCCHC3,ENSMUSG00000074682,152253875,152256947,2,protein_coding,Zcchc3
13398,ENSG00000165424,79382325,79445624,10,protein_coding,ZCCHC24,ENSMUSG00000055538,25712066,25769463,14,protein_coding,Zcchc24
10057,ENSG00000141664,62523025,62587709,18,protein_coding,ZCCHC2,ENSMUSG00000038866,105918136,105961804,1,protein_coding,Zcchc2
